"No.","Time","Source","Destination","Protocol","Length","Info"
"15510","217.895230","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1660854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15511","217.895236","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15512","217.895242","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1663734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15513","217.895250","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1665174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15514","217.895256","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1666614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15515","217.895262","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1668054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15516","217.895269","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1669494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15517","217.895274","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1670934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15518","217.895352","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1672374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15519","217.895358","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1673814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15520","217.895363","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1675254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15521","217.895371","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1676694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15522","217.895376","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1678134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15523","217.895381","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15524","217.895389","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1681014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15525","217.895402","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1682454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15526","217.895408","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1683894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15527","217.895416","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1685334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15528","217.895422","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1686774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15529","217.895429","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1688214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15530","217.895434","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1689654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15531","217.895440","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1691094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15532","217.895447","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1692534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15533","217.895452","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1693974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15534","217.895458","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15535","217.895465","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1696854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15536","217.895471","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1698294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15537","217.895478","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1699734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15538","217.895486","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1701174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15539","217.895491","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1702614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15540","217.895498","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1704054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15542","217.895510","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1705494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15543","217.895515","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1706934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15544","217.895522","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1708374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15545","217.895527","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1709814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15546","217.895533","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1711254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15547","217.895540","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15548","217.895545","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1714134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15549","217.895552","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1715574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15550","217.895558","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1717014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15551","217.895563","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1718454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15552","217.895570","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1719894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15553","217.896058","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1721334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15554","217.896067","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1722774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15557","217.896292","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1724214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15558","217.896363","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1725654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15559","217.896373","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1727094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15562","217.896524","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15563","217.896532","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1729974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15564","217.896566","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1731414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15566","217.896594","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1732854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15567","217.896641","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1734294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15568","217.896724","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1735734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15569","217.896732","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1737174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15570","217.896739","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1738614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15571","217.896745","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1740054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15573","217.896905","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1741494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15575","217.896922","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1742934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15576","217.896928","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15577","217.896933","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1745814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15578","217.896939","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1747254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15579","217.896984","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1748694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15580","217.896991","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1750134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15581","217.896997","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1751574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15582","217.897017","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1753014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15583","217.897025","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1754454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15584","217.897030","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1755894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15585","217.897047","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1757334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15586","217.897111","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1758774 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15587","217.897119","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1760214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15589","217.897174","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15590","217.897180","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1763094 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15592","217.897392","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1764534 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15594","217.897404","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1765974 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15595","217.897409","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1767414 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15596","217.897414","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1768854 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15597","217.897421","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1770294 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15598","217.897427","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1771734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15600","217.897548","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1773174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15602","217.897561","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1774614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15603","217.897581","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1776054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15604","217.897589","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15605","217.897594","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1778934 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15607","217.897639","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1780374 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15608","217.897684","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1781814 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15610","217.897886","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1783254 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15612","217.897900","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1784694 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15614","217.897910","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1786134 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15615","217.897915","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1787574 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15616","217.897934","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1789014 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15617","217.897939","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1790454 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15618","217.897944","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1791894 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15619","217.897951","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1793334 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15620","217.897956","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15621","217.897962","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1796214 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15622","217.897968","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1797654 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15623","217.898100","34.149.100.209","192.168.122.247","TLSv1.2","752","Application Data, Application Data"
"15627","217.900956","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=1799792 Ack=1868 Win=65535 Len=0"
"15630","218.368752","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=1799792 Ack=2040 Win=65535 Len=0"
"15631","218.397081","34.149.100.209","192.168.122.247","TLSv1.2","166","Application Data"
"15633","218.399827","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=1799904 Ack=2086 Win=65535 Len=0"
"15635","218.416249","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=1799904 Ack=2215 Win=65535 Len=0"
"15636","218.436498","34.149.100.209","192.168.122.247","TLSv1.2","143","Application Data"
"15638","218.439000","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=1799993 Ack=2261 Win=65535 Len=0"
"15640","218.630090","34.149.100.209","192.168.122.247","TCP","54","443  >  42802 [ACK] Seq=1799993 Ack=2406 Win=65535 Len=0"
"15641","218.656917","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data"
"15642","218.657405","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1801433 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15643","218.657619","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1802873 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15644","218.657628","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1804313 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15645","218.657634","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1805753 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15646","218.657642","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1807193 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15647","218.657672","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1808633 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15648","218.657680","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1810073 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15649","218.657687","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1811513 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15650","218.657730","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1812953 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15651","218.657778","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1814393 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15652","218.657908","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"15653","218.657972","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1817273 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15654","218.658071","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1818713 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15655","218.658102","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1820153 Ack=2406 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
